iter	Passed	Remaining
1665	26016	5215
1666	26030	5199
1667	26043	5183
1668	26058	5167
1669	26072	5152
1670	26086	5136
1671	26101	5120
1672	26118	5105
1673	26136	5089
1674	26153	5074
1675	26187	5062
1676	26207	5047
1677	26222	5031
1678	26236	5015
1679	26251	5000
1680	26266	4984
1681	26280	4968
1682	26296	4953
1683	26310	4937
1684	26325	4921
1685	26339	4905
1686	26353	4889
1687	26368	4873
1688	26385	4858
1689	26399	4842
1690	26414	4826
1691	26428	4810
1692	26442	4794
1693	26457	4779
1694	26471	4763
1695	26486	4747
1696	26500	4731
1697	26514	4715
1698	26529	4700
1699	26543	4684
1700	26558	4668
1701	26574	4652
1702	26594	4637
1703	26608	4622
1704	26621	4606
1705	26636	4590
1706	26650	4574
1707	26665	4558
1708	26681	4543
1709	26696	4527
1710	26711	4511
1711	26725	4495
1712	26739	4480
1713	26754	4464
1714	26768	4448
1715	26783	4432
1716	26800	4417
1717	26815	4401
1718	26830	4385
1719	26844	4369
1720	26858	4354
1721	26872	4338
1722	26888	4322
1723	26903	4306
1724	26917	4291
1725	26932	4275
1726	26948	4259
1727	26965	4244
1728	26980	4228
1729	26995	4213
1730	27012	4197
1731	27027	4182
1732	27042	4166
1733	27057	4150
1734	27071	4134
1735	27086	4119
1736	27101	4103
1737	27115	4087
1738	27130	4071
1739	27146	4056
1740	27162	4040
1741	27177	4025
1742	27191	4009
1743	27205	3993
1744	27222	3978
1745	27239	3962
1746	27253	3946
1747	27269	3931
1748	27283	3915
1749	27298	3899
1750	27313	3884
1751	27330	3868
1752	27347	3853
1753	27362	3837
1754	27380	3822
1755	27395	3806
1756	27409	3790
1757	27424	3775
1758	27440	3759
1759	27454	3743
1760	27468	3728
1761	27483	3712
1762	27497	3696
1763	27511	3680
1764	27529	3665
1765	27544	3649
1766	27559	3634
1767	27575	3618
1768	27589	3602
1769	27604	3587
1770	27619	3571
1771	27636	3555
1772	27650	3540
1773	27665	3524
1774	27679	3508
1775	27694	3492
1776	27708	3477
1777	27723	3461
1778	27737	3445
1779	27752	3430
1780	27766	3414
1781	27780	3398
1782	27795	3382
1783	27809	3367
1784	27825	3351
1785	27842	3336
1786	27859	3320
1787	27874	3304
1788	27888	3289
1789	27903	3273
1790	27920	3258
1791	27934	3242
1792	27950	3226
1793	27964	3211
1794	27979	3195
1795	27993	3179
1796	28008	3164
1797	28023	3148
1798	28039	3132
1799	28055	3117
1800	28071	3101
1801	28085	3085
1802	28099	3070
1803	28114	3054
1804	28128	3038
1805	28143	3023
1806	28158	3007
1807	28174	2992
1808	28190	2976
1809	28205	2960
1810	28220	2945
1811	28235	2929
1812	28250	2913
1813	28278	2899
1814	28315	2886
1815	28329	2870
1816	28344	2854
1817	28357	2838
1818	28375	2823
1819	28388	2807
1820	28402	2791
1821	28417	2776
1822	28434	2760
1823	28450	2745
1824	28465	2729
1825	28479	2713
1826	28495	2698
1827	28509	2682
1828	28524	2666
1829	28543	2651
1830	28559	2635
1831	28574	2620
1832	28589	2604
1833	28606	2589
1834	28624	2573
1835	28640	2558
1836	28657	2542
1837	28672	2527
1838	28687	2511
1839	28704	2496
1840	28719	2480
1841	28734	2464
1842	28751	2449
1843	28766	2433
1844	28782	2418
1845	28796	2402
1846	28812	2386
1847	28827	2371
1848	28842	2355
1849	28857	2339
1850	28873	2324
1851	28888	2308
1852	28902	2292
1853	28917	2277
1854	28931	2261
1855	28946	2245
1856	28962	2230
1857	28976	2214
1858	28992	2198
1859	29007	2183
1860	29022	2167
1861	29036	2152
1862	29054	2136
1863	29070	2121
1864	29084	2105
1865	29099	2089
1866	29114	2074
1867	29129	2058
1868	29144	2042
1869	29158	2027
1870	29173	2011
1871	29187	1995
1872	29202	1980
1873	29220	1964
1874	29235	1949
1875	29249	1933
1876	29265	1917
1877	29285	1902
1878	29315	1887
1879	29348	1873
1880	29369	1858
1881	29385	1842
1882	29399	1826
1883	29413	1811
1884	29428	1795
1885	29442	1779
1886	29458	1764
1887	29473	1748
1888	29492	1733
1889	29508	1717
1890	29522	1701
1891	29537	1686
1892	29552	1670
1893	29567	1654
1894	29584	1639
1895	29599	1623
1896	29614	1607
1897	29628	1592
1898	29643	1576
1899	29658	1560
1900	29671	1545
1901	29687	1529
1902	29706	1514
1903	29720	1498
1904	29734	1482
1905	29749	1467
1906	29764	1451
1907	29781	1436
1908	29798	1420
1909	29813	1404
1910	29827	1389
1911	29842	1373
1912	29856	1357
1913	29873	1342
1914	29889	1326
1915	29905	1311
1916	29921	1295
1917	29937	1279
1918	29951	1264
1919	29968	1248
1920	29983	1233
1921	29997	1217
1922	30011	1201
1923	30027	1186
1924	30041	1170
1925	30058	1154
1926	30073	1139
1927	30087	1123
1928	30103	1108
1929	30120	1092
1930	30135	1076
1931	30149	1061
1932	30165	1045
1933	30198	1030
1934	30217	1015
1935	30233	999
1936	30248	983
1937	30261	968
1938	30276	952
1939	30291	936
1940	30307	921
1941	30323	905
1942	30341	890
1943	30356	874
1944	30371	858
1945	30385	843
1946	30401	827
1947	30417	811
1948	30431	796
1949	30446	780
1950	30461	765
1951	30475	749
1952	30489	733
1953	30503	718
1954	30520	702
1955	30536	686
1956	30551	671
1957	30567	655
1958	30582	640
1959	30597	624
1960	30611	608
1961	30626	593
1962	30639	577
1963	30654	561
1964	30670	546
1965	30685	530
1966	30701	515
1967	30715	499
1968	30732	483
1969	30752	468
1970	30767	452
1971	30781	437
1972	30796	421
1973	30809	405
1974	30826	390
1975	30840	374
1976	30855	358
1977	30869	343
1978	30884	327
1979	30898	312
1980	30913	296
1981	30928	280
1982	30943	265
1983	30960	249
1984	30975	234
1985	30989	218
1986	31003	202
1987	31017	187
1988	31033	171
1989	31047	156
1990	31061	140
1991	31076	124
1992	31091	109
1993	31106	93
1994	31121	77
1995	31138	62
1996	31153	46
1997	31169	31
1998	31185	15
1999	31199	0
