iter	Logloss
361	0.6016825961
362	0.6016486845
363	0.6015531637
364	0.6014913482
365	0.6014569079
366	0.6013295939
367	0.6012781683
368	0.6012471743
369	0.6012202472
370	0.6011776861
371	0.601089544
372	0.6010077994
373	0.6009765496
374	0.6009323635
375	0.6008901856
376	0.6008334976
377	0.600709108
378	0.6006381086
379	0.6005036268
380	0.600467568
381	0.6003781521
382	0.6002386907
383	0.6001825229
384	0.60009252
385	0.5999477691
386	0.5999154908
387	0.5998834453
388	0.5998293502
389	0.5998110783
390	0.5997770261
391	0.5997164997
392	0.5996046498
393	0.5995434934
394	0.5995037323
395	0.5994862446
396	0.5994137375
397	0.5993847483
398	0.599346898
399	0.5992775315
400	0.5991631112
401	0.5990785347
402	0.599033928
403	0.5989708234
404	0.5988915289
405	0.5988058557
406	0.5987749232
407	0.5986746951
408	0.5986217355
409	0.5985600734
410	0.5984530887
411	0.5983193662
412	0.5982508944
413	0.5982089189
414	0.5981253442
415	0.5981026509
416	0.5980133479
417	0.5979394779
418	0.5978888389
419	0.5978124832
420	0.5977764798
421	0.5977237572
422	0.5975837901
423	0.597518235
424	0.5974985771
425	0.5974332038
426	0.5973906451
427	0.5973582368
428	0.5972727312
429	0.5972458069
430	0.5971931814
431	0.5971453795
432	0.5970996055
433	0.5970498548
434	0.5970217777
435	0.5969851752
436	0.5968985919
437	0.5968290464
438	0.5967804102
439	0.596718337
440	0.5966750062
441	0.5966530968
442	0.5966089791
443	0.5965855406
444	0.5965004674
445	0.5964569556
446	0.5964260787
447	0.5963895809
448	0.5963552556
449	0.5963282266
450	0.596257669
451	0.5962091309
452	0.5961017839
453	0.5960601265
454	0.5959705566
455	0.5959581684
456	0.5958697573
457	0.595821014
458	0.5957910949
459	0.5956757768
460	0.5956501238
461	0.5956266247
462	0.595528926
463	0.5954813642
464	0.5954618639
465	0.5953620474
466	0.5953260515
467	0.5953006963
468	0.5951873319
469	0.5951476608
470	0.5951296646
471	0.5951037966
472	0.5950638854
473	0.5949932682
474	0.594945627
475	0.5948894008
476	0.5948156447
477	0.5947802335
478	0.5947680486
479	0.5946668239
480	0.5946449888
481	0.5945955392
482	0.5945511544
483	0.594492262
484	0.5944644333
485	0.5943664268
486	0.5942920932
487	0.5941538509
488	0.5941194071
489	0.5940604502
490	0.5940380658
491	0.5939460988
492	0.5939156944
493	0.5938789451
494	0.5938043844
495	0.5937511513
496	0.5937149857
497	0.5936606347
498	0.5935953292
499	0.5935775862
500	0.5935040545
501	0.5934865054
502	0.5934646941
503	0.5933929322
504	0.5933364255
505	0.5933087023
506	0.5932722109
507	0.5932527
508	0.5931934911
509	0.5931581945
510	0.5930967028
511	0.5930515024
512	0.5929979794
513	0.5929082564
514	0.5928513958
515	0.592766804
516	0.5927143196
517	0.592665112
518	0.5925722929
519	0.5925279139
520	0.5924714868
521	0.5924167627
522	0.5923797323
523	0.5923370092
524	0.5923015112
525	0.5922647792
526	0.5921672399
527	0.5920760977
528	0.5920144624
529	0.5919645604
530	0.5918593405
531	0.5918508116
532	0.5917791816
533	0.5917374721
534	0.5916677057
535	0.5915840569
536	0.5915596025
537	0.591463602
538	0.5914385164
539	0.5913978104
540	0.5913827257
541	0.5913224168
542	0.5912822153
543	0.5911911924
544	0.5911070929
545	0.5910651523
546	0.5910188104
547	0.5909815309
548	0.5909539021
549	0.5909109734
550	0.5908638668
551	0.590772171
552	0.5907231516
553	0.5906800184
554	0.590640318
555	0.5905538239
556	0.5904765144
557	0.5904190429
558	0.5903755807
559	0.5903484845
560	0.5902730213
561	0.5902421721
562	0.5901899136
563	0.5901627622
564	0.5901283958
565	0.5900950703
566	0.5900324184
567	0.5899989864
568	0.5899644722
569	0.589952491
570	0.5899194956
571	0.5898451681
572	0.5898032198
573	0.5897079595
574	0.5896586083
575	0.5896236097
576	0.589579533
577	0.5895095865
578	0.589450131
579	0.5894030004
580	0.5893306411
581	0.5892259053
582	0.5891827326
583	0.5891034631
584	0.589023786
585	0.588977048
586	0.5888791102
587	0.5888375129
588	0.5887718746
589	0.5886638221
590	0.5886157789
591	0.5885826828
592	0.5885465349
593	0.5884783174
594	0.5884351223
595	0.5883766243
596	0.5883181016
597	0.5882817122
598	0.5882491279
599	0.5881595069
600	0.5881321738
601	0.5881021437
602	0.5880796882
603	0.5880151915
604	0.5879052121
605	0.5878729019
606	0.5878067974
607	0.5876761358
608	0.5876682063
609	0.5875621493
610	0.5874890865
611	0.5874740966
612	0.587408409
613	0.587385214
614	0.5873356399
615	0.587270468
616	0.5872327433
617	0.5872004249
618	0.5871392143
619	0.5870570552
620	0.5870112859
621	0.5869809637
622	0.5869195959
623	0.5868257327
624	0.5867371836
625	0.5866374757
626	0.5865884682
627	0.5865784423
628	0.5865506036
629	0.5865179979
630	0.5864856791
631	0.5864104671
632	0.5863728153
633	0.5863450391
634	0.5862978769
635	0.5862456934
636	0.5862053591
637	0.5861265205
638	0.586105924
639	0.5860083347
640	0.5859743732
641	0.5859549068
642	0.5859297713
643	0.5858597832
644	0.5858368377
645	0.5857414544
646	0.5856963183
647	0.5856660441
648	0.5855685095
649	0.5855049023
650	0.5854840572
651	0.5854659165
652	0.5854357725
653	0.5854202334
654	0.5853726404
655	0.5852951727
656	0.5852665905
657	0.5852534194
658	0.5852042719
659	0.5851585467
660	0.5851190128
661	0.5850707938
662	0.5850465112
663	0.5850085498
664	0.5849239032
665	0.5849039875
666	0.5848826326
667	0.5848507886
668	0.5847716691
669	0.5847407172
670	0.5846383313
671	0.5845959199
672	0.5845665135
673	0.5845570667
674	0.5844842421
675	0.5844420285
676	0.5844008055
677	0.5843017154
678	0.584223144
679	0.5841729899
680	0.5841306929
681	0.5840456805
682	0.5840321352
683	0.5839665483
684	0.5839404581
685	0.5838805277
686	0.5838018001
687	0.5837596353
688	0.5836878751
689	0.5836393429
690	0.5836099226
691	0.5835279458
692	0.5834619898
693	0.5834266718
694	0.5833621362
695	0.5833191409
696	0.5832870479
697	0.5832270579
698	0.5831177355
699	0.5830699567
700	0.5830423809
701	0.5829793871
702	0.5829502196
703	0.5829232761
704	0.5828886642
705	0.5828409616
706	0.5828057421
707	0.5827856104
708	0.5827612294
709	0.5827133165
710	0.5826707033
711	0.5826595601
712	0.5826396383
713	0.5825943188
714	0.582557103
715	0.5825407392
716	0.5825223336
717	0.582447425
718	0.5824345198
719	0.5824015961
720	0.5823690908
721	0.5823268585
722	0.5822407944
723	0.5821698885
724	0.5821406798
725	0.582074965
726	0.5820368904
727	0.5820099038
728	0.5819966786
729	0.581979204
730	0.58197169
731	0.5819060589
732	0.5818134681
733	0.5817387368
734	0.5816345808
735	0.5816066434
736	0.5815200899
737	0.5814584469
738	0.5814046009
739	0.5813566679
740	0.5813240659
741	0.5812034152
742	0.5811840086
743	0.5811027539
744	0.5810554426
745	0.5809953018
746	0.5809733538
747	0.5809281348
748	0.5808938582
749	0.5808112752
750	0.5807868257
751	0.5807050918
752	0.5806765111
753	0.5806451425
754	0.5805829411
755	0.5805036017
756	0.5804278124
757	0.5803546597
758	0.5803091768
759	0.5802518032
760	0.5802210363
761	0.5801972556
762	0.580161665
763	0.5801214245
764	0.5800339898
765	0.5799804173
766	0.5799329276
767	0.5798781155
768	0.5798630036
769	0.5797758261
770	0.5797201343
771	0.5796714457
772	0.5795731864
773	0.5794662282
774	0.5794321229
775	0.5794118086
776	0.5793603482
777	0.5793314959
778	0.5792882635
779	0.5792345555
780	0.5792218484
781	0.5791774196
782	0.5791618093
783	0.5791103848
784	0.5790469401
785	0.5790008745
786	0.578973215
787	0.5789333083
788	0.5789069123
789	0.5788753046
790	0.5788138914
791	0.5788051805
792	0.5787607217
793	0.5786878599
794	0.5786607187
795	0.5786418438
796	0.5786231517
797	0.5785676068
798	0.5784925585
799	0.578477426
800	0.5784482881
801	0.5783623645
802	0.578324226
803	0.5782714179
804	0.5782327948
805	0.578147438
806	0.578111703
807	0.578042582
808	0.5779722905
809	0.5779061776
810	0.5778300145
811	0.5777848627
812	0.5777537395
813	0.5777197673
814	0.5776764889
815	0.5775941954
816	0.5775089254
817	0.5774475029
818	0.5773539701
819	0.5773161045
820	0.5772818105
821	0.5772503718
822	0.5772426187
823	0.5771566646
824	0.5771153653
825	0.5770742065
826	0.5770546191
827	0.5770324956
828	0.5769650955
829	0.5769506638
830	0.5768873415
831	0.5767914017
832	0.576731142
833	0.5766945504
834	0.5766192888
835	0.5765852084
836	0.5764745929
837	0.5764468132
838	0.5764067433
839	0.5763789483
840	0.5763581363
841	0.5762984857
842	0.5762669419
843	0.5762285931
844	0.5761945928
845	0.5761776257
846	0.5761155855
847	0.5760806898
848	0.5760743875
849	0.5760182606
850	0.5759418918
851	0.5758958263
852	0.5758594067
853	0.5757956192
854	0.5757722572
855	0.5756909398
856	0.5756198375
857	0.5755551841
858	0.575539216
859	0.5754943228
860	0.5754560031
861	0.5754204428
862	0.57537255
863	0.5752852896
864	0.5751956998
865	0.5751820628
866	0.5751670234
867	0.5751305349
868	0.5750719454
869	0.5750551913
870	0.5750062019
871	0.5749276156
872	0.5748904398
873	0.5748696082
874	0.5748579621
875	0.5748406189
876	0.5747773259
877	0.5747307961
878	0.5747100516
879	0.5746676484
880	0.5746468377
881	0.5746378129
882	0.5745892989
883	0.5745500278
884	0.5744748618
885	0.5744280065
886	0.5743641602
887	0.5743341398
888	0.5743214931
889	0.5742886696
890	0.5742321507
891	0.574172544
892	0.5741452745
893	0.5740561024
894	0.5740044812
895	0.5739819317
896	0.5739281319
897	0.5738877956
898	0.5738399299
899	0.5737479671
900	0.5736518792
901	0.5736295385
902	0.5736065676
903	0.5735877239
904	0.5735272155
905	0.5734785185
906	0.5734418553
907	0.5734095057
908	0.5733361493
909	0.5733101599
910	0.5732846908
911	0.573262213
912	0.5732103747
913	0.5731574074
914	0.5730876759
915	0.5730592167
916	0.5730113839
917	0.5729419351
918	0.5728835751
919	0.5728387818
920	0.5727700691
921	0.5727217997
922	0.5727151693
923	0.5726841937
924	0.5726519439
925	0.5726096192
926	0.5725154567
927	0.5724940356
928	0.5724413802
929	0.5724259317
930	0.5723892688
931	0.5723597528
932	0.5723076266
933	0.5722577432
934	0.5722266909
935	0.5722117797
936	0.5721908255
937	0.5721477999
938	0.5721341379
939	0.572120602
940	0.5720506117
941	0.5720335602
942	0.5719870401
943	0.5719117817
944	0.5718542544
945	0.5718173311
946	0.571748706
947	0.5716638392
948	0.5716373142
949	0.5716226868
950	0.5715925377
951	0.5715325742
952	0.5714440467
953	0.5714157865
954	0.5713570262
955	0.5712970159
956	0.5712481798
957	0.571180485
958	0.5711491821
959	0.5711215997
960	0.5711051271
961	0.5710940133
962	0.5710665114
963	0.5710485174
964	0.5710104685
965	0.5709706341
966	0.5708833431
967	0.5708255573
968	0.5707249058
969	0.5707038129
970	0.5706807638
971	0.5706738118
972	0.5706045045
973	0.5705226155
974	0.5704818878
975	0.5704285015
976	0.5703659701
977	0.5703267446
978	0.5702636987
979	0.5702616918
980	0.5702345445
981	0.5701476264
982	0.5701164219
983	0.5700734749
984	0.5700577521
985	0.569956501
986	0.5699074573
987	0.5698979129
988	0.5698425807
989	0.5697460663
990	0.5697104731
991	0.5696236864
992	0.5696087881
993	0.5695241849
994	0.5694453381
995	0.569415709
996	0.5693195077
997	0.5692764426
998	0.5692015349
999	0.5691677588
1000	0.5691309162
1001	0.569102349
1002	0.5690379894
1003	0.568975349
1004	0.5689181812
1005	0.5689067724
1006	0.568851613
1007	0.5688119488
1008	0.5688029952
1009	0.5687466395
1010	0.5686843262
1011	0.5685879812
1012	0.5685270472
1013	0.5685062002
1014	0.5684864521
1015	0.5684544221
1016	0.5684317622
1017	0.56834008
1018	0.5682880318
1019	0.5682224594
1020	0.5681954618
1021	0.5681755128
1022	0.5681279504
1023	0.5680605726
1024	0.5680418046
1025	0.5679775429
1026	0.5679491319
1027	0.5679376041
1028	0.5678994855
1029	0.5678602485
1030	0.5678276733
1031	0.5677985666
1032	0.567741794
1033	0.5676941914
1034	0.5675942912
1035	0.5675282599
1036	0.5674716253
1037	0.5674134177
1038	0.5673623351
1039	0.5673212324
1040	0.567309276
1041	0.567265884
1042	0.5672001045
1043	0.5671483951
1044	0.5671448032
1045	0.5671030827
1046	0.5670570085
1047	0.5670161135
1048	0.5669876244
1049	0.5669220893
1050	0.5669014246
1051	0.5668775433
1052	0.5667703901
1053	0.566702685
1054	0.5666521444
1055	0.5665994571
1056	0.5665352212
1057	0.5665071504
1058	0.5664811258
1059	0.5664623922
1060	0.5663985208
1061	0.5663372536
1062	0.5662781234
1063	0.5662598474
1064	0.5662235501
1065	0.56614636
1066	0.5660802516
1067	0.5660620769
1068	0.5660540341
1069	0.5660351561
1070	0.5659807453
1071	0.5659684552
1072	0.5659191647
1073	0.5658478357
1074	0.5658288784
1075	0.5657930229
1076	0.5657651523
1077	0.5657110211
1078	0.5656338602
1079	0.5655961585
1080	0.5655780571
1081	0.5655654889
1082	0.5655415489
1083	0.5654610421
1084	0.5654191338
1085	0.5653980747
1086	0.5653587465
1087	0.5652645857
1088	0.5652299949
1089	0.565193471
1090	0.5651763657
1091	0.5651116273
1092	0.5650943657
1093	0.565085174
1094	0.5650397241
1095	0.5649923682
1096	0.5649482144
1097	0.5649111643
1098	0.564893329
1099	0.5648372579
1100	0.5648028687
1101	0.56472862
1102	0.5646578336
1103	0.5646508976
1104	0.5646167232
1105	0.5646017174
1106	0.56459489
1107	0.564587208
1108	0.5645669788
1109	0.5645016389
1110	0.5644231943
1111	0.5643793688
1112	0.5642681776
1113	0.5642568519
1114	0.5641566155
1115	0.5640821206
1116	0.5640362533
1117	0.5640260834
1118	0.5639888775
1119	0.5639446559
1120	0.5639181726
1121	0.5638333173
1122	0.563817979
1123	0.5637812499
1124	0.5637589019
1125	0.563740343
1126	0.5637037742
1127	0.563637809
1128	0.5635675169
1129	0.5635622157
1130	0.5635074676
1131	0.5634715934
1132	0.5633993226
1133	0.5633707897
1134	0.5633076639
1135	0.5632830492
1136	0.5632466821
1137	0.5632218197
1138	0.5632064607
1139	0.5631674886
1140	0.5631378159
1141	0.563006031
1142	0.5629729725
1143	0.562952588
1144	0.5629151158
1145	0.5628440529
1146	0.5628331263
1147	0.5627718816
1148	0.5627113623
1149	0.5626919175
1150	0.5626060858
1151	0.5625070458
1152	0.5624668289
1153	0.5624451893
1154	0.5624271656
1155	0.5623332608
1156	0.5623209231
1157	0.5622811484
1158	0.5622241739
1159	0.5621898767
1160	0.562170997
1161	0.5621261392
1162	0.5621027942
1163	0.5620588187
1164	0.5620230427
1165	0.561993869
1166	0.5619461018
1167	0.5618682012
1168	0.5618519176
1169	0.5618195578
1170	0.5617605659
1171	0.5617355823
1172	0.5616908321
1173	0.561610331
1174	0.5615546605
1175	0.561481402
1176	0.5614587968
1177	0.5614440265
1178	0.5613878025
1179	0.5613372333
1180	0.5612832022
1181	0.561236114
1182	0.5612053502
1183	0.5611800223
1184	0.5611324774
1185	0.5610582209
1186	0.5610334339
1187	0.5610167489
1188	0.5610070958
1189	0.5610025433
1190	0.5609774856
1191	0.5609626404
1192	0.5608931198
1193	0.5608625903
1194	0.560805033
1195	0.5607524423
1196	0.5607082292
1197	0.5606219112
1198	0.5605852168
1199	0.5605709191
1200	0.5605567036
1201	0.5604789308
1202	0.5604282941
1203	0.5603462801
1204	0.5602700378
1205	0.5602203031
1206	0.5601856627
1207	0.5601330305
1208	0.5601154726
1209	0.5600378692
1210	0.5600268591
1211	0.5600153013
1212	0.5599383957
1213	0.5599095406
1214	0.5598865666
1215	0.5598719251
1216	0.5598414995
1217	0.5598179246
1218	0.5597685684
1219	0.5597088235
1220	0.5596354649
1221	0.5595991777
1222	0.5595729275
1223	0.559554718
1224	0.5595146032
1225	0.5594722551
1226	0.559416297
1227	0.5593876686
1228	0.5593722821
1229	0.5593434432
1230	0.5592975664
1231	0.5592261326
1232	0.5591958835
1233	0.5591276803
1234	0.5590673513
1235	0.5590326798
1236	0.5589820887
1237	0.5589113075
1238	0.5588930679
1239	0.5588227181
1240	0.5587996588
1241	0.5587194228
1242	0.5587092225
1243	0.5586912658
1244	0.5586779294
1245	0.5586543747
1246	0.5586222584
1247	0.558540994
1248	0.5585071696
1249	0.5585036634
1250	0.5584343456
1251	0.5583819379
1252	0.5583458914
1253	0.5583213018
1254	0.5582195911
1255	0.5581702601
1256	0.5581460638
1257	0.5581228205
1258	0.5580819247
1259	0.5580318538
1260	0.5579793045
1261	0.5579570533
1262	0.5579059803
1263	0.5578485668
1264	0.5577850622
1265	0.5577105694
1266	0.5576862878
1267	0.5576308569
1268	0.5575766845
1269	0.5575419135
1270	0.5575054796
1271	0.5574637989
1272	0.5574119072
1273	0.5573800883
1274	0.5572946334
1275	0.5572282968
1276	0.5571733372
1277	0.5570897957
1278	0.5570544547
1279	0.556981452
1280	0.5569697347
1281	0.5569195154
1282	0.5568642522
1283	0.5568296674
1284	0.556813532
1285	0.5567635372
1286	0.5567298162
1287	0.5567004567
1288	0.5566779557
1289	0.5566235346
1290	0.5565675795
1291	0.5565379198
1292	0.5564864115
1293	0.5564648565
1294	0.5564141598
1295	0.5563494219
1296	0.5562834633
1297	0.5562448855
1298	0.5561758247
1299	0.5561333337
1300	0.5560523996
1301	0.5559401571
1302	0.5558990704
1303	0.5558535381
1304	0.5558226157
1305	0.5557873413
1306	0.5557670545
1307	0.5557404177
1308	0.5556791144
1309	0.5556598362
1310	0.5556262219
1311	0.5556149767
1312	0.555581595
1313	0.5555708367
1314	0.5555404146
1315	0.5554246734
1316	0.5553751224
1317	0.5553424833
1318	0.5553266645
1319	0.5552985647
1320	0.5552567286
1321	0.5552298568
1322	0.5552153114
1323	0.555200606
1324	0.5551774142
1325	0.5551202878
1326	0.555089366
1327	0.5550732044
1328	0.5550479171
1329	0.5550402989
1330	0.5549765779
1331	0.5549443522
1332	0.5548787485
1333	0.5548560392
1334	0.5548267737
1335	0.55480526
1336	0.5547395654
1337	0.5546558549
1338	0.5546291651
1339	0.554564584
1340	0.5545402
1341	0.5545210865
1342	0.5544698179
1343	0.5544398263
1344	0.5543609276
1345	0.5543275587
1346	0.5542691348
1347	0.5542539569
1348	0.5541867542
1349	0.5541592113
1350	0.5541086393
1351	0.5540527057
1352	0.5540308063
1353	0.5539987257
1354	0.553915874
1355	0.5538234204
1356	0.5537744699
1357	0.5537387185
1358	0.553665478
1359	0.5536511136
1360	0.5536367029
1361	0.5536057142
1362	0.5535662274
1363	0.5535270032
1364	0.5534988784
1365	0.5534628657
1366	0.5534363742
1367	0.5534287673
1368	0.5533828525
1369	0.5533551687
1370	0.553312868
1371	0.5533011817
1372	0.5532801043
1373	0.5532684122
1374	0.553235805
1375	0.5532057092
1376	0.5531825853
1377	0.5530968165
1378	0.5530863329
1379	0.5530368656
1380	0.5530155697
1381	0.5529809672
1382	0.5529193931
1383	0.5528735031
1384	0.5528131885
1385	0.5527679761
1386	0.5527361284
1387	0.5527019633
1388	0.5526495776
1389	0.5525976745
1390	0.5525850025
1391	0.5525290184
1392	0.5524916779
1393	0.5523769552
1394	0.5523645129
1395	0.5523101842
1396	0.5522917489
1397	0.5522372173
1398	0.5522222727
1399	0.5522046411
1400	0.5521812648
1401	0.5521664187
1402	0.5521597812
1403	0.5521361014
1404	0.552073303
1405	0.5519856215
1406	0.5519264147
1407	0.5518950043
1408	0.5518661575
1409	0.5517760969
1410	0.5517400696
1411	0.5517058337
1412	0.5516133977
1413	0.5515282554
1414	0.5514875725
1415	0.5514160255
1416	0.5513895015
1417	0.5513291459
1418	0.5513179898
1419	0.5512846946
1420	0.5512433698
1421	0.5512066674
1422	0.5511222126
1423	0.5510867424
1424	0.5510133173
1425	0.5509942175
1426	0.5509697191
1427	0.5509464736
1428	0.550918863
1429	0.5508608599
1430	0.550833494
1431	0.550786521
1432	0.5506851336
1433	0.5506664422
1434	0.5506132546
1435	0.5505174
1436	0.5504827359
1437	0.55044448
1438	0.5503872231
1439	0.550318595
1440	0.5502578351
1441	0.5502242494
1442	0.5501571114
1443	0.5501224489
1444	0.5500676671
1445	0.549996921
1446	0.5499831972
1447	0.5499734046
1448	0.549952544
1449	0.5499397091
1450	0.5498871495
1451	0.5498610037
1452	0.5497932764
1453	0.5497132008
1454	0.5496937048
1455	0.5496638291
1456	0.549644294
1457	0.5496037402
1458	0.5495565032
1459	0.5495212908
1460	0.5494972143
1461	0.549456942
1462	0.5494283608
1463	0.5493777918
1464	0.5493468553
1465	0.5492977069
1466	0.5492794226
1467	0.5492513557
1468	0.5492059838
1469	0.5491910128
1470	0.5491448719
1471	0.5491099939
1472	0.5490593174
1473	0.5490423335
1474	0.5490137441
1475	0.5489928855
1476	0.5489381861
1477	0.548914251
1478	0.5488832493
1479	0.5488544571
1480	0.5488165407
1481	0.5487498536
1482	0.5486721937
1483	0.5486301264
1484	0.548582991
1485	0.5485399858
1486	0.5485191743
1487	0.5484636027
1488	0.5483995668
1489	0.5483699145
1490	0.5483303184
1491	0.5482992841
1492	0.5482431119
1493	0.5481967791
1494	0.548145837
1495	0.5481008954
1496	0.5480880745
1497	0.5480788042
1498	0.5480388315
1499	0.5479794311
1500	0.5479296396
1501	0.5479132424
1502	0.5478418559
1503	0.5478418203
1504	0.5477857803
1505	0.5477643769
1506	0.5477480501
1507	0.5477087731
1508	0.5476573586
1509	0.5476329212
1510	0.5475679003
1511	0.5475599414
